tour_place,tour_place_theme,tour_place_tag,tour_place_score,like,zzim,review
법정사,서귀포시 > 서귀포시내,#역사유적 #어트랙션,0,1,4,0
벙커하우스,서귀포시 > 서귀포시내,#음식 #카페 #아메리카노 #에스프레소 #아포가토 #콜드브루 #아인슈페너 #카페라떼 #크림라떼 #카푸치노 #카페모카 #카라멜마끼아또 #라떼 #바닐라아이스크림 #딸기라떼 #초코라떼 #말차라떼 #레몬에이드 #자몽에이드 #에이드 #밀크쉐이크 #자몽주스 #주스 #스무디 #애플망고스무디 #요거트스무디 #딸기스무디 #블루베리스무디 #차 #레몬차 #유자차 #자몽차 #대추차 #페퍼민트 #얼그레이 #캐모마일 #녹차 #보이차 #반려동물 #반려동물동반입장 #반려동물동반_식당카페,0,0,3,0
베콩스,제주시 > 조천,#반려동물동반입장 #혼저옵서개 #반려동물공간_기타,0,0,0,0
별내린전망대,서귀포시 > 중문,#친구 #아이 #맑음 #경관/포토 #봄 #포토스팟 #어린이 #어트랙션,0,3,45,0
별도연대,제주시 > 제주시내,#역사유적 #어트랙션,0,0,5,0
별도포구,제주시 > 제주시내,#자연경관 #역사유적,0,1,1,0
"보롬이(하논, 화구구)",서귀포시 > 서귀포시내,#오름 #자연경관,0,0,7,0
본카페,제주시 > 애월,#우도땅콩라떼 #청귤에이드 #더블망고스무디 #다쿠아즈 #스콘조각케이크 #반려동물동반_식당카페 #음식 #카페,0,0,6,0
볼스카페,서귀포시 > 서귀포시내,#음식 #아메리카노 #에그타르트 #카페라떼 #바닐라라떼 #반려동물 #반려동물동반입장 #반려동물동반_식당카페 #에스프레소 #플랫화이트 #아인슈페너 #콜드브루 #라떼 #차 #얼그레이 #루이보스 #그린티라떼 #밀크티라떼 #에이드 #패션후르츠에이드 #자몽에이드 #레몬에이드 #스무디 #녹차라떼 #얼그레이밀크티 #홍차라떼 #생과일주스 #도넛 #브라우니 #케이크 #치즈케이크 #크로아상,0,1,8,0
봉구의간식제주롯데마트점,제주시 > 제주시내,#혼저옵서개 #반려동물공간_기타,0,0,0,0
봉글레산,제주시 > 제주시내,#자연경관,0,0,4,0
봉쥬르봉봉,제주시 > 한림,#마그넷 #엽서 #소품샵 #어트랙션,0,1,14,0
뵤뵤,제주시 > 한림,#음식 #식당 #아메리카노 #카페라떼 #바닐라라떼 #크림라떼 #라떼 #차 #우롱차 #얼그레이 #녹차 #얼그레이밀크티 #청귤차 #에이드 #쉐이크 #반려동물 #반려동물동반입장 #카페 #반려동물동반_식당카페,0,0,6,0
부대악오름,제주시 > 조천,#도보여행 #도보,0,0,4,0
부영컨트리클럽,서귀포시 > 남원,#레저/체험 #어트랙션,0,1,0,0
북촌리 4.3길,제주시 > 조천,#북촌 #너븐숭이 #자연경관 #문화관광 #체험 #제주4.3 #역사유적 #도보여행 #언택트 #2022_마을산책_봄 #Moment_봄,0,1,5,0
불카분낭 (불타버린 나무),제주시 > 조천,#제주4.3 #역사유적 #어트랙션,0,1,3,0
불탑사 (5층석탑),제주시 > 제주시내,#아이 #혼자 #친구 #커플 #문화관광 #역사유적 #어트랙션,0,1,7,0
붉은오름(성산읍),서귀포시 > 성산,#혼자 #맑음 #오름 #자연경관 #도보여행 #도보 #단풍,0,1,16,0
브리더스파크,제주시 > 구좌,# 구좌읍 # 송당리 # 승마 # 외승 # 말 # 이색체험,0,0,0,0
블랙벨트 태권도장,제주시 > 제주시내,#발차기 #기술 #러닝홀리데이인제주,0,0,0,0
블랙이쉬레드,제주시 > 애월,#아메리카노 #카페라떼 #홍차 #아이스티 #쿠키 #마들렌 #바닐라라떼 #헤이즐넛라떼 #카페모카 #카라멜마끼아또 #초코라떼 #레몬에이드 #자몽에이드 #반려동물동반_식당카페 #음식 #카페,0,0,2,0
블루메베이글,제주시 > 제주시내,#베이글 #크림치즈 #식당 #아메리카노 #카페라떼 #바닐라라떼 #말차라떼 #딸기라떼 #라떼 #캐모마일 #페퍼민트 #블랙티 #차 #에이드 #레몬에이드 #자몽에이드 #청포도에이드 #복숭아에이드 #플레인베이글 #치즈베이글 #샌드위치 #햄치즈샌드위치 #새우샌드위치 #수프류 #양송이크림스프 #반려동물 #반려동물동반입장 #혼저옵서개 #반려동물동반_식당카페,0,1,5,0
블루버블,서귀포시 > 성산,#해변 #성산 # 스쿠버다이빙 # 이색체험,0,0,1,0
블리스풀,제주시 > 애월,#카페모카 #카페라떼 #바닐라라떼 #말차라떼 #딸기우유 #얼그레이밀크티 #자몽차 #고구마라떼 #자몽에이드 #블루베리레몬에이드 #반려동물동반_식당카페 #음식 #카페,0,0,1,0
비고르서프,서귀포시 > 안덕,# 서핑 # 이색체험,0,0,0,0
비만고양이,제주시 > 제주시내,#음식 #식당,0,0,3,0
비블리아성서식물원,제주시 > 한림,#맑음 #실내관광지 #어트랙션,0,0,9,0
비양도 연평리 야영지,섬 속의 섬 > 우도,#체험 #캠핑 #캠핑장 #언택트 #어트랙션,0,0,4,0
비양도의 비양나무자생지,제주시 > 한림,#아이 #맑음 #휴식/힐링 #자연경관 #어린이,0,0,12,0
뽀로로&타요 테마파크 제주,서귀포시 > 안덕,#흐림 #테마공원 #실내관광지 #체험 #어린이 #어트랙션,0,4,130,0
쁘램 요가,제주시 > 제주시내,#플라잉요가 #메디컬요가 #빈야사요가 #하타요가 #테랍툴요가 #어트랙션,0,0,1,0
삐삐그루밍,서귀포시 > 대정,#애견미용실 #애견유치원 #애견호텔,0,0,0,0
사계 용머리해안 (해산물),서귀포시 > 안덕,#친구 #경관/포토 #휴식/힐링 #문화유적지 #사계절 #청년 #중/장년 #노년 #휴식/치유 #자연경관 #역사유적 #포토스팟,4,3,110,0
사려니팜,제주시 > 조천,# 체험관광 # 자연경관 # 자연체험 # 자연휴양림 # 동물먹이주기,0,0,0,0
사슴공방,제주시 > 구좌,# 이색체험,0,0,0,0
사월의 꿩,제주시 > 구좌,#꿩엿 #단체체험 #단체교육 # 러닝홀리데이인제주,0,0,0,0
산도스카발리오홀스파크,서귀포시 > 안덕,# 승마 # 마장마술 # 이색체험,0,0,2,0
산방산 랜드,서귀포시 > 안덕,#체험 #레저/체험 #어트랙션,0,1,11,0
산방산둘레길,서귀포시 > 안덕,#반려동물동반_자연 #관광지 #자연경관 #도보 #도보여행 #반려동물동반_관광지,0,0,14,0
산지천갤러리,제주시 > 제주시내,#실내 #사계절 #실내관광지 #포토스팟 #어트랙션,0,1,11,0
산지항 옛터,제주시 > 제주시내,#제주4.3 #역사유적 #어트랙션,0,0,0,0
산호레저,섬 속의 섬 > 우도,#레저/체험 #수상레저 #어트랙션,0,0,2,0
삼다수목장,제주시 > 조천,# 외승 # 이색체험,0,0,1,0
삼다수숲길 지질트레일,제주시 > 조천,#흐림 #봄 #자연경관 #도보여행 #도보 #단풍 #숲 #언택트 #지질트레일 #유네스코 #어트랙션,0,6,96,0
삼밭구석 & 동광리4·3희생자위령비,서귀포시 > 안덕,#제주4.3 #역사유적 #어트랙션,0,1,0,0
삼사석,제주시 > 제주시내,#친구 #아이 #문화유적지 #자연경관 #역사유적 #어트랙션,0,1,2,0
삼양 셋다리물,제주시 > 제주시내,#노천탕 #자연경관 #체험 #어린이 #수상레저,0,0,11,0
삼양방파제,제주시 > 제주시내,#해변 #낚시 #자연경관 #어트랙션,0,0,1,0
삼화훈동물병원,제주시 > 제주시내,#혼저옵서개 #반려동물공간_기타,0,0,0,0
상추자마을길,섬 속의 섬 > 추차도,#걷기 #도보여행 #도보 #마을산책 #마을관광,0,0,3,0
상추자포구,섬 속의 섬 > 추차도,#자연경관 #역사유적,0,0,0,0
상추자항,제주시 > 제주시내,#추자도,0,0,1,0
새물국수,서귀포시 > 안덕,#비빔국수 #멸치국수 #돔베고기 #초계국수 #반려동물동반_식당카페 #음식 #식당 #착한가격업소,0,0,8,0
새별프렌즈 (새별헤이요목장),제주시 > 애월,#맑음 #휴식/힐링 #테마공원 #체험관광 #휴식/치유 #자연경관 #체험 #어린이 #어트랙션,0,2,33,0
샘이오름,제주시 > 조천,#자연경관 #도보여행 #도보,0,0,2,0
생약누리,서귀포시 > 서귀포시내,# 홍보,0,0,0,0
서귀본향당,서귀포시 > 서귀포시내,#어트랙션 #2023_관광10선_봄 #Moment_봄,0,0,4,0
서귀포 궁도장(천지정),서귀포시 > 서귀포시내,#액티비티 #자연경관 #체험 #레저/체험 #어트랙션,0,1,16,0
서귀포 늘바다 애견동반펜션,서귀포시 > 안덕,#반려동물보호소 #독채 #바비큐 #계곡 #단체여행객 #가족 #해변 #체험 #반려동물동반입장 #반려동물 #무장애관광 #반려동물동반_숙소 #농어촌민박,0,0,3,0
서귀포 다이브센터,서귀포시 > 남원,#맑음 #체험 #레저/체험 #수상레저 #어트랙션,0,0,73,0
서귀포 하영올레,서귀포시 > 서귀포시내,#체험 #도보여행 #도보 #관광지,0,2,0,0
서귀포농업기술센터 제주농업생태원,서귀포시 > 남원,#어트랙션,0,0,5,0
서귀포돈사촌,서귀포시 > 서귀포시내,#음식 #식당,0,0,2,0
서귀포시립기당미술관,서귀포시 > 서귀포시내,#겨울 #실내관광지 #미술관 #문화관광 #어트랙션 #무장애관광 #공영관광지,0,0,22,0
서귀포층패류화석산지,서귀포시 > 서귀포시내,#맑음 #자연경관 #포토스팟 #어트랙션 #유네스코,0,1,35,0
서귀포호텔 카라반,서귀포시 > 서귀포시내,#호텔 #캠핑 #힐링쉼터 #힐링 #언택트 #무장애관광,0,0,2,0
서담채,제주시 > 제주시내,#북클럽 #러닝홀리데이인제주,0,0,0,0
서부두명품횟집거리,제주시 > 제주시내,#노년 #휴식/치유 #체험관광 #휴식/힐링 #어트랙션 #관광지,0,0,5,0
서영아리오름 / 용와이오름,서귀포시 > 안덕,#친구 #맑음 #흐림 #경관/포토 #사계절 #청년 #중/장년 #휴식/치유 #오름 #자연경관 #도보여행 #도보 #포토스팟 #언택트 #관광지,0,0,4,0
서중천탐방로,서귀포시 > 남원,#맑음 #흐림 #휴식/힐링 #자연경관 #체험 #도보여행 #도보 #어트랙션 #관광지,0,3,4,0
서프론트,제주시 > 애월,# 이색체험,0,0,0,0
서프서프,제주시 > 구좌,# 이색체험,0,0,1,0
서프앤조이,제주시 > 제주시내,# 패들보드 # 이색체험,0,0,0,0
서피플,제주시 > 애월,# 이색체험,0,0,0,0
서홍정원,서귀포시 > 서귀포시내,#음식 #에이드 #팥빙수 #아메리카노 #에스프레소 #바닐라라떼 #카페라떼 #밀크티 #핸드드립커피 #수제맥주 #반려동물 #반려동물동반입장 #반려동물동반_식당카페 #미숫가루 #카푸치노 #카라멜라떼 #모카라떼 #라떼 #비엔나커피 #얼그레이밀크티 #초코라떼 #말차라떼 #스파클링 #레몬에이드 #차 #루이보스 #더치커피,0,0,9,0
선족이오름(알선족이),제주시 > 구좌,#도보여행 #도보,0,2,3,0
설쿰바당,서귀포시 > 안덕,#여름 #해안산책 #자연경관 #포토스팟,0,1,21,0
성산~세화 해안도로,서귀포시 > 성산,#커플 #맑음 #여름 #자연경관,0,0,84,0
성산마씸,서귀포시 > 성산,#옥돔구이 #갈치조림 #반려동물 #반려동물동반입장 #혼저옵서개 #반려동물동반_식당카페,0,0,0,0
성산연화,서귀포시 > 성산,#토스트 #반려동물동반_식당카페 #음식 #식당,0,1,6,0
성산초등학교 서청특별중대 주둔지,서귀포시 > 성산,#문화관광 #제주4.3 #역사유적 #어트랙션,0,0,0,0
성안올레,제주시 > 제주시내,#혼자 #액티비티,0,0,0,0
성읍목장,서귀포시 > 표선,#포토스팟 #어트랙션,0,1,25,0
성읍승마장,서귀포시 > 표선,#레저/체험 #어트랙션,0,0,18,0
성클라라수도원 금악성당,제주시 > 한림,#사계절 #어트랙션,0,1,16,0
세미오름(삼의양오름),제주시 > 제주시내,#친구 #아이 #오름 #자연경관 #도보여행 #도보 #어린이,0,0,2,0
세미오름(샘이오름),제주시 > 조천,#도보여행 #도보,0,1,4,0
세인트포골프장,제주시 > 구좌,#레저/체험 #어트랙션 #무장애관광,0,1,0,0
소남머리,서귀포시 > 서귀포시내,#혼자 #친구 #아이 #자연경관 #포토스팟 #어린이,0,0,5,0
소노벨제주,제주시 > 조천,#숙소,0,0,10,0
소병악 (족은오름),서귀포시 > 안덕,#오름 #자연경관 #도보여행 #도보,0,0,1,0
소소밀,제주시 > 제주시내,# 와인 # 반려동물 #반려동물동반입장 #혼저옵서개 #반려동물동반_식당카페,0,0,2,0
소수산봉(족은물뫼),서귀포시 > 성산,#혼자 #친구 #아이 #자연경관 #어린이,0,1,5,0
소암기념관,서귀포시 > 서귀포시내,#사계절 #실내관광지 #어트랙션 #무장애관광 #공영관광지,0,1,6,0
손방둥이,제주시 > 제주시내,#체험 #어트랙션,0,0,10,0
손지오름,제주시 > 구좌,#도보여행 #도보,0,1,3,0
솔동산8경,서귀포시 > 서귀포시내,#문화관광 #역사유적,0,0,3,0
솔트스톤브이점,제주시 > 제주시내,# 반려동물 #반려동물동반입장 #혼저옵서개 #반려동물동반_식당카페,0,0,0,0
솔티 오렌지,서귀포시 > 성산,# 섬유공예품 #원데이클래스 # 러닝홀리데이인제주,0,0,0,0
송계순집터,서귀포시 > 대정,#자연경관 #문화관광 #역사유적 #어트랙션,0,0,4,0
송당나무,제주시 > 구좌,#음식 #2022고메페스타 #반려동물 #반려동물동반입장 #반려동물동반_식당카페 #에스프레소 #아메리카노 #라떼 #카라멜마끼아또 #핫초코 #홍차 #그린티 #얼그레이 #다즐링 #잉글리쉬브렉퍼스트 #블랙티 #허브티 #루이보스 #자스민티 #캐모마일 #차 #에이드 #레몬에이드 #자몽에이드 #유자차 #레몬생강차 #티라미수 #케이크,0,2,11,0
송령이골,서귀포시 > 남원,#제주4.3 #역사유적 #어트랙션,0,0,0,0
송악카트체험장,서귀포시 > 대정,#체험 #레저/체험 #어린이 #수상레저 #어트랙션,0,0,58,0
송죽사터,서귀포시 > 대정,#혼자 #친구 #미술/박물관 #올레 #역사유적 #어린이 #어트랙션,0,0,0,0
수악 (물오름),서귀포시 > 남원,#혼자 #친구 #맑음 #경관/포토 #휴식/힐링 #사계절 #자연경관 #도보여행 #도보 #포토스팟,0,0,30,0
수월이못,서귀포시 > 대정,#혼자 #친구 #아이 #휴식/힐링 #자연경관 #문화관광 #역사유적,0,0,6,0
쉐프1192레스토랑,서귀포시 > 성산,#반려동물 #반려동물동반입장 #혼저옵서개 #반려동물동반_식당카페,0,0,1,0
쉼멍스테이,서귀포시 > 대정,#펜션 #반려동물동반_숙소 #숙소,0,0,2,0
슈몽슈몽,제주시 > 제주시내,#혼저옵서개 #반려동물공간_기타,0,0,0,0
스마일러펫,제주시 > 애월,#반려동물동반_식당카페 #쇼핑,0,0,0,0
스시혼,제주시 > 제주시내,#초밥 #연어초밥 #참치초밥 #모둠초밥 #광어초밥 #반려동물동반_식당카페 #음식,0,0,1,0
스위트모텔,제주시 > 제주시내,#엘리베이터 #물품보관서비스 #공공와이파이존 #반려동물동반_숙소 #반려동물동반입장 #반려동물,0,1,1,0
스위트몽키,제주시 > 한경,#실내관광지 #체험 #어린이 #어트랙션,0,0,22,0
스위트호텔 아로마,서귀포시 > 중문,#체험 #어트랙션,0,1,2,0
스쿠버스쿨,제주시 > 제주시내,#체험관광 #액티비티 #해양스포츠 #스쿠버다이빙 #체험 #레저/체험 #waterleisure #수상레저 #어트랙션,0,4,33,0
스타빌,서귀포시 > 안덕,#럭셔리트래블인제주,0,0,3,0
스테이지 버거,제주시 > 구좌,#카페라떼 #바닐라라떼 #아인슈페너 #크림라떼 #연유라떼 #반려동물동반_식당카페 #음식 #카페,0,0,5,0
스팅그레이,제주시 > 한경,#카페라떼 #바닐라카페라떼 #에스프레소 #말차라떼 #카페모카 #초코라떼 #에이드 #얼그레이 #파니니 #반려동물동반_식당카페 #음식 #카페,0,0,3,0
스프링데일CC,서귀포시 > 남원,#레저/체험 #어트랙션 #무장애관광,0,0,2,0
슬로보트,제주시 > 애월,# 와인 # 허브티 # 까눌레 # 스콘 #반려동물 #반려동물동반입장 #혼저옵서개 #반려동물동반_식당카페,0,0,1,0
슬리핑라이언,서귀포시 > 안덕,#자연 #러닝홀리데이 #곶자왈 #오름 #러닝홀리데이인제주 #2023_관광10선_가을,0,0,1,0
시루네펜션,서귀포시 > 서귀포시내,#펜션 #반려동물동반_숙소 #숙소,0,0,1,0
식전당포,제주시 > 제주시내,#삼색전 #부추전 #해물파전 #김치전 #돼지짜글이 #반려동물동반_식당카페 #음식 #식당,0,0,2,0
신대산전망대,섬 속의 섬 > 추차도,#혼자 #경관/포토 #휴식/힐링 #액티비티 #체험 #레저/체험 #포토스팟 #어트랙션,0,1,1,0
신대해안,섬 속의 섬 > 추차도,#포토스팟,0,0,0,0
신산공원,제주시 > 제주시내,#테마공원 #자연경관 #어린이 #봄꽃 #벚꽃,0,0,12,0
신산환해장성,서귀포시 > 성산,#문화관광 #역사유적,0,0,6,0
신양포구,서귀포시 > 성산,#맑음 #자연경관 #역사유적,0,0,1,0
신양항(하추자항),섬 속의 섬 > 추차도,#맑음,0,1,0,0
신양해안도로,서귀포시 > 성산,#커플 #맑음 #자연경관,0,2,49,0
